trial,AlienRatio,Dimension,distortMode,i,j,charID,scale,rotate,alien,0,1,2,3,4,5
3,0.3539937096031768,1,Composite,4,1,290,-0.7367835909113662,-1.0404122480296853,1,1453.9000000953674,,,,,
3,0.3539937096031768,1,Composite,4,2,50,0.7399003591989048,-0.8910857484874088,0,,,,,,
3,0.3539937096031768,1,Composite,4,3,67,0.7956001869270051,0.9824730760366305,1,2004.700000047684,,,,,
3,0.3539937096031768,1,Composite,4,4,50,0.794671896429913,-1.378252485239767,0,,,,,,
3,0.3539937096031768,1,Composite,4,5,281,0.7560827989711563,0.47243736710460427,1,8923.400000095367,,,,,
3,0.3539937096031768,1,Composite,4,6,4,0.7532523571952234,-0.7314864075877705,1,8606.0,,,,,
3,0.3539937096031768,1,Composite,4,7,50,0.8294806583545298,-1.3790430592165959,0,,,,,,
3,0.3539937096031768,1,Composite,5,0,50,-0.7823319223734784,-0.7349675054787527,0,,,,,,
3,0.3539937096031768,1,Composite,5,1,50,0.636882046297284,-1.5471808416370803,0,,,,,,
3,0.3539937096031768,1,Composite,5,2,50,0.6788297145583451,-0.3791701009797588,0,,,,,,
3,0.3539937096031768,1,Composite,5,3,50,0.873427367368286,-0.7193808483644072,0,,,,,,
3,0.3539937096031768,1,Composite,5,4,50,0.846128680245035,-0.1335642131363315,0,,,,,,
3,0.3539937096031768,1,Composite,5,5,50,0.7550125563176469,-0.035275345227733235,0,,,,,,
3,0.3539937096031768,1,Composite,5,6,50,0.6566896023463309,-1.0600765325596275,0,,,,,,
3,0.3539937096031768,1,Composite,5,7,302,0.7160296941056904,1.0238299305667131,1,8186.300000190735,,,,,
3,0.3539937096031768,1,Composite,6,0,50,0.8695414126855154,-0.39622834125933415,0,,,,,,
3,0.3539937096031768,1,Composite,6,1,50,0.7105067300028565,0.5822416381725213,0,,,,,,
3,0.3539937096031768,1,Composite,6,2,50,0.8795401090420571,-0.6419852271502174,0,,,,,,
3,0.3539937096031768,1,Composite,6,3,9,0.7502127922059989,1.0055004685564612,1,,,,,,
3,0.3539937096031768,1,Composite,6,4,221,0.613573160169872,-0.03255184730806371,1,6641.900000095367,,,,,
3,0.3539937096031768,1,Composite,6,5,381,0.6473914841806243,-0.7607716786788729,1,7059.100000143051,,,,,
3,0.3539937096031768,1,Composite,6,6,365,0.7227761601511236,-0.12995062030745785,1,7799.0,,,,,
3,0.3539937096031768,1,Composite,6,7,50,-0.8978504526893667,0.0006222058957385812,0,,,,,,
3,0.3539937096031768,1,Composite,7,0,165,0.8528813741212462,0.8371689632517083,1,5159.300000190735,,,,,
3,0.3539937096031768,1,Composite,7,1,316,0.8232944393843997,1.2096090989609118,1,5505.0,,,,,
3,0.3539937096031768,1,Composite,7,2,50,0.6998057596107671,-0.7020527823070272,0,,,,,,
3,0.3539937096031768,1,Composite,7,3,326,0.7702936758436318,0.1465896672090179,1,5995.600000143051,,,,,
3,0.3539937096031768,1,Composite,7,4,280,0.7533255126709588,-0.628036301155734,1,6307.700000047684,,,,,
3,0.3539937096031768,1,Composite,7,5,132,0.7879247131202217,0.2675338203413338,1,7422.0,,,,,
3,0.3539937096031768,1,Composite,7,6,50,0.8705418753540206,-0.2802037884218982,0,,,,,,
3,0.3539937096031768,1,Composite,7,7,50,0.8823433800495117,-0.7331502329250816,0,,,,,,
3,0.3539937096031768,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,36654.0,980.0,,,,
4,0.3399294063165811,1,Composite,0,0,147,0.7258944833865966,0.9645267697678301,1,2255.099999904633,,,,,
4,0.3399294063165811,1,Composite,0,1,297,0.6781366030742163,0.2508291903720026,0,,,,,,
4,0.3399294063165811,1,Composite,0,2,297,0.769653054414054,-0.027706951340475516,0,8557.599999904633,9144.399999856949,,,,
4,0.3399294063165811,1,Composite,0,3,297,0.627761580406632,0.949551926867001,0,,,,,,
4,0.3399294063165811,1,Composite,0,4,376,0.8438291179472894,0.8323474218916922,1,15629.399999856949,,,,,
4,0.3399294063165811,1,Composite,0,5,297,0.7669399734716186,0.694544585802372,0,,,,,,
4,0.3399294063165811,1,Composite,0,6,297,0.8400136948119137,-0.36012940488224565,0,,,,,,
4,0.3399294063165811,1,Composite,0,7,297,0.8319196677908756,-0.6467254080754958,0,,,,,,
4,0.3399294063165811,1,Composite,0,8,2,0.6244302792919701,-0.0011597893401666948,1,18647.5,,,,,
4,0.3399294063165811,1,Composite,0,9,275,0.8009704018744802,-0.3838811256854484,1,18151.39999985695,,,,,
4,0.3399294063165811,1,Composite,1,0,297,0.7517801942677014,-0.8073723184018947,0,,,,,,
4,0.3399294063165811,1,Composite,1,1,303,0.8398536057857122,1.0296914139175706,1,1888.2999999523165,,,,,
4,0.3399294063165811,1,Composite,1,2,90,0.724137333760963,0.2923282794813211,1,9451.299999952316,,,,,
4,0.3399294063165811,1,Composite,1,3,19,0.7495646663583264,1.341350813473642,1,8229.700000047684,,,,,
4,0.3399294063165811,1,Composite,1,4,297,0.6058352285998337,0.8531029173402267,0,,,,,,
4,0.3399294063165811,1,Composite,1,5,297,0.7894571153886533,-0.839064724274008,0,,,,,,
4,0.3399294063165811,1,Composite,1,6,297,0.7616742975848423,0.9958080447386304,0,,,,,,
4,0.3399294063165811,1,Composite,1,7,297,0.8277372738760111,0.9396836921623102,0,,,,,,
4,0.3399294063165811,1,Composite,1,8,297,0.6176549994568552,0.009480199409453105,0,,,,,,
4,0.3399294063165811,1,Composite,1,9,297,-0.7831434677917669,0.2150311135459546,0,,,,,,
4,0.3399294063165811,1,Composite,2,0,297,0.8012647875805584,1.5640233740831966,0,,,,,,
4,0.3399294063165811,1,Composite,2,1,297,0.884599567316719,-0.09793725215698879,0,,,,,,
4,0.3399294063165811,1,Composite,2,2,297,-0.7735603271426252,0.263539486993579,0,,,,,,
4,0.3399294063165811,1,Composite,2,3,203,0.687587359965159,-0.9920797459092341,1,7891.399999856949,,,,,
4,0.3399294063165811,1,Composite,2,4,297,0.7906731931486758,0.010792912745381633,0,,,,,,
4,0.3399294063165811,1,Composite,2,5,297,-0.8512600740869392,-0.1456144469617371,0,,,,,,
4,0.3399294063165811,1,Composite,2,6,139,0.7077175340404068,1.5359258869270977,1,21267.5,,,,,
4,0.3399294063165811,1,Composite,2,7,297,0.6380907483517139,1.5372254040279762,0,,,,,,
4,0.3399294063165811,1,Composite,2,8,100,0.7890433599575426,0.9467030797961655,1,21938.099999904636,,,,,
4,0.3399294063165811,1,Composite,2,9,297,0.6911325560317575,1.3025399156444157,0,,,,,,
4,0.3399294063165811,1,Composite,3,0,297,0.7971563473081513,1.5565506140072523,0,,,,,,
4,0.3399294063165811,1,Composite,3,1,235,0.7296543471396728,0.2555676568835348,1,3105.399999856949,,,,,
4,0.3399294063165811,1,Composite,3,2,297,0.6830493492472202,-1.0177523445911114,0,,,,,,
4,0.3399294063165811,1,Composite,3,3,297,0.7362769861560835,0.2417115326053465,0,,,,,,
4,0.3399294063165811,1,Composite,3,4,297,0.6400783894706071,-0.9956020600273717,0,,,,,,
4,0.3399294063165811,1,Composite,3,5,78,0.7631804488155198,-1.248927385695338,1,14394.799999952316,,,,,
4,0.3399294063165811,1,Composite,3,6,214,0.8829447549241795,-0.5312982337108447,1,20919.5,,,,,
4,0.3399294063165811,1,Composite,3,7,297,0.7833683384294616,0.4762669322298936,0,,,,,,
4,0.3399294063165811,1,Composite,3,8,29,0.8036877810235726,1.4226416350359412,1,22468.79999995232,,,,,
4,0.3399294063165811,1,Composite,3,9,297,0.849586008515864,-0.6155970744807665,0,,,,,,
4,0.3399294063165811,1,Composite,4,0,297,0.6465038120383029,-0.46995143089278035,0,,,,,,
4,0.3399294063165811,1,Composite,4,1,297,0.7073552531585837,-1.3989644676391408,0,,,,,,
4,0.3399294063165811,1,Composite,4,2,75,0.6577649930710212,-1.089368227278161,1,7408.0,,,,,
4,0.3399294063165811,1,Composite,4,3,297,0.721514049414753,0.17926740880297198,0,,,,,,
4,0.3399294063165811,1,Composite,4,4,262,-0.8278935540907236,-0.29660483714945807,1,14881.599999904633,,,,,
4,0.3399294063165811,1,Composite,4,5,297,0.7701623462080324,-1.3702778094707093,0,,,,,,
4,0.3399294063165811,1,Composite,4,6,297,0.7070160466198299,-1.1833884655188187,0,,,,,,
4,0.3399294063165811,1,Composite,4,7,297,0.7960693939355803,0.12903992158225108,0,,,,,,
4,0.3399294063165811,1,Composite,4,8,297,0.6146260101498431,-1.0374718059972967,0,,,,,,
4,0.3399294063165811,1,Composite,4,9,261,0.7005528333571852,-0.9242508863361036,1,23855.200000047684,,,,,
4,0.3399294063165811,1,Composite,5,0,297,0.7753638938402733,-0.08782118144668516,0,,,,,,
4,0.3399294063165811,1,Composite,5,1,304,0.7340559244462093,0.2843236620563321,1,4293.099999904633,,,,,
4,0.3399294063165811,1,Composite,5,2,297,-0.8275684013310161,0.5127500740994839,0,,,,,,
4,0.3399294063165811,1,Composite,5,3,297,-0.6087551681212765,-1.5327520262275252,0,,,,,,
4,0.3399294063165811,1,Composite,5,4,297,0.8102902494367521,-0.35371826919223537,0,,,,,,
4,0.3399294063165811,1,Composite,5,5,285,0.849676726516664,-0.05903488592520767,1,13599.399999856949,,,,,
4,0.3399294063165811,1,Composite,5,6,297,0.7189176784151279,-0.43765282925439,0,,,,,,
4,0.3399294063165811,1,Composite,5,7,93,0.8419156088743232,1.015611229279215,1,28426.099999904636,,,,,
4,0.3399294063165811,1,Composite,5,8,106,0.7918088888531967,-0.7634600909126577,1,23284.099999904636,,,,,
4,0.3399294063165811,1,Composite,5,9,297,0.7631444087370716,0.1731750239423806,0,,,,,,
4,0.3399294063165811,1,Composite,6,0,154,0.813885807033579,-1.2579215277896307,1,4654.5,,,,,
4,0.3399294063165811,1,Composite,6,1,297,0.6100252018116654,-0.12939265172456915,0,,,,,,
4,0.3399294063165811,1,Composite,6,2,297,0.7194129522178936,1.4935143692770856,0,,,,,,
4,0.3399294063165811,1,Composite,6,3,297,0.6355746049037299,0.499311416937275,0,,,,,,
4,0.3399294063165811,1,Composite,6,4,297,0.7171125679712388,0.19971549577034642,0,,,,,,
4,0.3399294063165811,1,Composite,6,5,297,0.6264955240998584,0.27482487218671503,0,,,,,,
4,0.3399294063165811,1,Composite,6,6,297,-0.6756670973225403,-0.07477650160821314,0,,,,,,
4,0.3399294063165811,1,Composite,6,7,297,0.6249951540955887,-1.4598435641043148,0,,,,,,
4,0.3399294063165811,1,Composite,6,8,297,0.6510322224090855,-0.5565203594088683,0,,,,,,
4,0.3399294063165811,1,Composite,6,9,297,0.6105881394566617,0.6336341880285734,0,,,,,,
4,0.3399294063165811,1,Composite,7,0,297,0.787188103698185,-0.7034775245025866,0,,,,,,
4,0.3399294063165811,1,Composite,7,1,297,0.6593841577465835,0.9152141200040607,0,,,,,,
4,0.3399294063165811,1,Composite,7,2,297,0.6166034264958962,1.4905547546397577,0,,,,,,
4,0.3399294063165811,1,Composite,7,3,297,0.6624506537586522,-1.267041766919362,0,,,,,,
4,0.3399294063165811,1,Composite,7,4,163,0.7382485661524645,-1.265400054515861,1,13099.599999904633,,,,,
4,0.3399294063165811,1,Composite,7,5,297,0.7863951915332246,0.06339698257290283,0,,,,,,
4,0.3399294063165811,1,Composite,7,6,297,0.6265685260501622,0.4540669012378853,0,,,,,,
4,0.3399294063165811,1,Composite,7,7,297,0.7337170137023732,-0.13376550026197997,0,,,,,,
4,0.3399294063165811,1,Composite,7,8,297,0.8254878034707902,-0.9865825000738042,0,,,,,,
4,0.3399294063165811,1,Composite,7,9,297,-0.6047939590842485,1.2270752613492366,0,,,,,,
4,0.3399294063165811,1,Composite,8,0,253,0.8084225742466548,1.5450252382266947,1,5410.5,,,,,
4,0.3399294063165811,1,Composite,8,1,297,0.6130162545696602,-0.1584826694881314,0,,,,,,
4,0.3399294063165811,1,Composite,8,2,365,0.6025811605367243,0.8857646822154623,1,6875.799999952316,,,,,
4,0.3399294063165811,1,Composite,8,3,326,0.621422618189578,1.2886824487631072,1,11796.5,,,,,
4,0.3399294063165811,1,Composite,8,4,297,0.7876819306932517,-0.34659440511812867,0,,,,,,
4,0.3399294063165811,1,Composite,8,5,197,0.6028101546280933,-0.08013888618167209,1,27712.79999995232,,,,,
4,0.3399294063165811,1,Composite,8,6,36,0.8504178423007434,0.47889896824181744,1,26525.79999995232,,,,,
4,0.3399294063165811,1,Composite,8,7,272,0.7128800246613446,1.4840682531876617,1,26107.29999995232,,,,,
4,0.3399294063165811,1,Composite,8,8,297,0.8455564306798495,1.279128251395187,0,,,,,,
4,0.3399294063165811,1,Composite,8,9,297,0.657980619287414,0.2525547916665847,0,,,,,,
4,0.3399294063165811,1,Composite,9,0,7,0.7639665629744881,0.5327736409398058,1,5881.899999856949,,,,,
4,0.3399294063165811,1,Composite,9,1,169,0.764307491704649,-0.18393037963185122,1,6258.700000047684,,,,,
4,0.3399294063165811,1,Composite,9,2,297,-0.8540465354636594,-1.5153405283194648,0,,,,,,
4,0.3399294063165811,1,Composite,9,3,297,0.6178459414676426,1.077488160441321,0,,,,,,
4,0.3399294063165811,1,Composite,9,4,363,0.8233260178493558,-0.21559583653089098,1,12568.0,,,,,
4,0.3399294063165811,1,Composite,9,5,297,0.670507139954315,-0.7367538567545036,0,,,,,,
4,0.3399294063165811,1,Composite,9,6,297,0.7332951968651527,0.08888457998218202,0,,,,,,
4,0.3399294063165811,1,Composite,9,7,190,0.7766362653105576,0.45368521369473,1,27125.099999904636,,,,,
4,0.3399294063165811,1,Composite,9,8,297,0.7311342434801807,0.2528066747106317,0,,,,,,
4,0.3399294063165811,1,Composite,9,9,297,0.7128846161655054,-1.1962914618935034,0,,,,,,
4,0.3399294063165811,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,68076.90000009537,447.0,,,,
5,0.395887491656859,1,Scale,0,0,43,0.7124421907638566,0,1,1659.2000000476835,,,,,
5,0.395887491656859,1,Scale,0,1,171,0.7694894458722907,0,1,5446.600000143051,,,,,
5,0.395887491656859,1,Scale,0,2,361,0.6807930667887364,0,1,15019.900000095367,,,,,
5,0.395887491656859,1,Scale,0,3,306,-0.6520104908249843,0,0,,,,,,
5,0.395887491656859,1,Scale,0,4,306,0.8039369844939205,0,0,,,,,,
5,0.395887491656859,1,Scale,0,5,306,0.6309836036799826,0,0,,,,,,
5,0.395887491656859,1,Scale,0,6,306,0.7292756485925038,0,0,,,,,,
5,0.395887491656859,1,Scale,0,7,306,0.862488941560904,0,0,,,,,,
5,0.395887491656859,1,Scale,0,8,306,0.85016067595089,0,0,,,,,,
5,0.395887491656859,1,Scale,0,9,306,0.6380679227939879,0,0,,,,,,
5,0.395887491656859,1,Scale,0,10,306,0.8716152308784205,0,0,,,,,,
5,0.395887491656859,1,Scale,0,11,261,0.725870652220246,0,1,,,,,,
5,0.395887491656859,1,Scale,1,0,306,-0.6051341123166114,0,0,,,,,,
5,0.395887491656859,1,Scale,1,1,380,0.8548062731038993,0,1,5949.100000143051,,,,,
5,0.395887491656859,1,Scale,1,2,327,0.819850863176362,0,1,14523.400000095367,,,,,
5,0.395887491656859,1,Scale,1,3,306,-0.6978106150780821,0,0,,,,,,
5,0.395887491656859,1,Scale,1,4,306,0.6729229175398541,0,0,,,,,,
5,0.395887491656859,1,Scale,1,5,111,0.7321758404908857,0,1,21625.700000047684,,,,,
5,0.395887491656859,1,Scale,1,6,345,0.7169464312908493,0,1,25640.30000019073,,,,,
5,0.395887491656859,1,Scale,1,7,306,0.6422516501571713,0,0,,,,,,
5,0.395887491656859,1,Scale,1,8,306,0.6816601914174791,0,0,,,,,,
5,0.395887491656859,1,Scale,1,9,264,0.8903210331602918,0,1,,,,,,
5,0.395887491656859,1,Scale,1,10,306,0.637658921156298,0,0,,,,,,
5,0.395887491656859,1,Scale,1,11,71,-0.6123391053832714,0,1,,,,,,
5,0.395887491656859,1,Scale,2,0,306,0.6950676670239622,0,0,,,,,,
5,0.395887491656859,1,Scale,2,1,187,-0.7092261568682557,0,1,7446.5,,,,,
5,0.395887491656859,1,Scale,2,2,306,0.7467066180769198,0,0,,,,,,
5,0.395887491656859,1,Scale,2,3,306,0.8903054798849086,0,0,,,,,,
5,0.395887491656859,1,Scale,2,4,306,0.618606454551137,0,0,,,,,,
5,0.395887491656859,1,Scale,2,5,306,0.8721315566176822,0,0,,,,,,
5,0.395887491656859,1,Scale,2,6,306,0.7501076409488125,0,0,,,,,,
5,0.395887491656859,1,Scale,2,7,306,0.8584155576918169,0,0,,,,,,
5,0.395887491656859,1,Scale,2,8,306,0.6511436864198481,0,0,,,,,,
5,0.395887491656859,1,Scale,2,9,35,0.8457355049714692,0,1,,,,,,
5,0.395887491656859,1,Scale,2,10,306,0.6982602285448706,0,0,,,,,,
5,0.395887491656859,1,Scale,2,11,306,0.857711975330987,0,0,,,,,,
5,0.395887491656859,1,Scale,3,0,306,0.867411403181178,0,0,,,,,,
5,0.395887491656859,1,Scale,3,1,306,0.8859706490915304,0,0,,,,,,
5,0.395887491656859,1,Scale,3,2,306,0.7516423069749186,0,0,,,,,,
5,0.395887491656859,1,Scale,3,3,306,0.8570578062989074,0,0,,,,,,
5,0.395887491656859,1,Scale,3,4,316,0.6978341056508635,0,1,19360.700000047684,,,,,
5,0.395887491656859,1,Scale,3,5,291,0.7656833281009365,0,1,22163.5,,,,,
5,0.395887491656859,1,Scale,3,6,75,0.8163551603981551,0,1,26125.5,,,,,
5,0.395887491656859,1,Scale,3,7,236,0.8542048912391935,0,1,,,,,,
5,0.395887491656859,1,Scale,3,8,306,0.8706227593746183,0,0,,,,,,
5,0.395887491656859,1,Scale,3,9,306,0.7820404635566598,0,0,,,,,,
5,0.395887491656859,1,Scale,3,10,155,0.8800185943337498,0,1,,,,,,
5,0.395887491656859,1,Scale,3,11,47,0.6373203786005797,0,1,,,,,,
5,0.395887491656859,1,Scale,4,0,311,0.6310688306539407,0,1,2932.0,,,,,
5,0.395887491656859,1,Scale,4,1,217,-0.8610989060894105,0,1,8014.700000047684,,,,,
5,0.395887491656859,1,Scale,4,2,46,0.7883933775176161,0,1,13671.400000095367,,,,,
5,0.395887491656859,1,Scale,4,3,163,0.6652333238738858,0,1,16271.600000143051,,,,,
5,0.395887491656859,1,Scale,4,4,78,0.7455249262390349,0,1,18942.900000095367,,,,,
5,0.395887491656859,1,Scale,4,5,306,0.8308284888568342,0,0,,,,,,
5,0.395887491656859,1,Scale,4,6,306,-0.7330996878088583,0,0,,,,,,
5,0.395887491656859,1,Scale,4,7,306,0.8173317178266145,0,0,,,,,,
5,0.395887491656859,1,Scale,4,8,306,0.6773932474115998,0,0,,,,,,
5,0.395887491656859,1,Scale,4,9,306,0.8751906930650192,0,0,,,,,,
5,0.395887491656859,1,Scale,4,10,218,0.6746173044464439,0,1,,,,,,
5,0.395887491656859,1,Scale,4,11,306,0.8299694518351004,0,0,,,,,,
5,0.395887491656859,1,Scale,5,0,306,-0.6539682169263938,0,0,,,,,,
5,0.395887491656859,1,Scale,5,1,306,0.6365531195615914,0,0,,,,,,
5,0.395887491656859,1,Scale,5,2,231,0.7053315279008419,0,1,13082.300000190737,,,,,
5,0.395887491656859,1,Scale,5,3,306,0.8398049739086659,0,0,,,,,,
5,0.395887491656859,1,Scale,5,4,306,0.7463112252781238,0,0,,,,,,
5,0.395887491656859,1,Scale,5,5,306,0.8190052851137984,0,0,,,,,,
5,0.395887491656859,1,Scale,5,6,153,0.7991991460795085,0,1,26700.0,,,,,
5,0.395887491656859,1,Scale,5,7,306,0.6294902746113671,0,0,,,,,,
5,0.395887491656859,1,Scale,5,8,72,-0.7294292266498363,0,1,,,,,,
5,0.395887491656859,1,Scale,5,9,306,0.6926908906409545,0,0,,,,,,
5,0.395887491656859,1,Scale,5,10,306,-0.7474732899407097,0,0,,,,,,
5,0.395887491656859,1,Scale,5,11,114,0.8959848784985178,0,1,,,,,,
5,0.395887491656859,1,Scale,6,0,306,0.8753676500332581,0,0,,,,,,
5,0.395887491656859,1,Scale,6,1,89,0.7869715421697135,0,1,8802.400000095367,,,,,
